State,Year,Category,CategoryScore
Wyoming,2015,Substance_Use,27.25
Alabama,2016,Care_Seeking,67.0
Alaska,2016,Care_Seeking,65.0
Arizona,2016,Care_Seeking,67.25
Arkansas,2016,Care_Seeking,68.75
California,2016,Care_Seeking,64.75
Colorado,2016,Care_Seeking,68.5
Connecticut,2016,Care_Seeking,82.0
Delaware,2016,Care_Seeking,70.25
District of Columbia,2016,Care_Seeking,64.5
Florida,2016,Care_Seeking,66.0
Georgia,2016,Care_Seeking,62.75
Hawaii,2016,Care_Seeking,59.75
Idaho,2016,Care_Seeking,60.5
Illinois,2016,Care_Seeking,64.0
Indiana,2016,Care_Seeking,61.25
Iowa,2016,Care_Seeking,63.25
Kansas,2016,Care_Seeking,59.0
Kentucky,2016,Care_Seeking,65.75
Louisiana,2016,Care_Seeking,86.0
Maine,2016,Care_Seeking,65.75
Maryland,2016,Care_Seeking,78.0
Massachusetts,2016,Care_Seeking,71.25
Michigan,2016,Care_Seeking,62.0
Minnesota,2016,Care_Seeking,78.0
Mississippi,2016,Care_Seeking,71.5
Missouri,2016,Care_Seeking,68.0
Montana,2016,Care_Seeking,77.0
Nebraska,2016,Care_Seeking,64.0
Nevada,2016,Care_Seeking,61.5
New Hampshire,2016,Care_Seeking,62.75
New Jersey,2016,Care_Seeking,77.0
New Mexico,2016,Care_Seeking,63.0
New York,2016,Care_Seeking,82.5
North Carolina,2016,Care_Seeking,65.75
North Dakota,2016,Care_Seeking,59.0
Ohio,2016,Care_Seeking,62.75
Oklahoma,2016,Care_Seeking,63.0
Oregon,2016,Care_Seeking,63.75
Pennsylvania,2016,Care_Seeking,74.0
Rhode Island,2016,Care_Seeking,71.5
South Carolina,2016,Care_Seeking,65.75
South Dakota,2016,Care_Seeking,60.0
Tennessee,2016,Care_Seeking,67.5
Texas,2016,Care_Seeking,65.5
Utah,2016,Care_Seeking,69.5
Vermont,2016,Care_Seeking,63.25
Virginia,2016,Care_Seeking,70.5
Washington,2016,Care_Seeking,66.5
West Virginia,2016,Care_Seeking,66.75
Wisconsin,2016,Care_Seeking,63.5
Wyoming,2016,Care_Seeking,67.25
Alabama,2016,Economic_Hardship,60.75
Alaska,2016,Economic_Hardship,62.75
Arizona,2016,Economic_Hardship,58.75
Arkansas,2016,Economic_Hardship,53.25
California,2016,Economic_Hardship,42.5
Colorado,2016,Economic_Hardship,59.25
Connecticut,2016,Economic_Hardship,49.5
Delaware,2016,Economic_Hardship,57.25
District of Columbia,2016,Economic_Hardship,55.75
Florida,2016,Economic_Hardship,56.75
Georgia,2016,Economic_Hardship,55.0
Hawaii,2016,Economic_Hardship,49.5
Idaho,2016,Economic_Hardship,58.5
Illinois,2016,Economic_Hardship,56.5
Indiana,2016,Economic_Hardship,66.75
Iowa,2016,Economic_Hardship,52.0
Kansas,2016,Economic_Hardship,57.5
Kentucky,2016,Economic_Hardship,58.75
Louisiana,2016,Economic_Hardship,69.25
Maine,2016,Economic_Hardship,42.25
Maryland,2016,Economic_Hardship,58.5
Massachusetts,2016,Economic_Hardship,51.75
Michigan,2016,Economic_Hardship,51.0
Minnesota,2016,Economic_Hardship,50.75
Mississippi,2016,Economic_Hardship,54.25
Missouri,2016,Economic_Hardship,64.5
Montana,2016,Economic_Hardship,60.0
Nebraska,2016,Economic_Hardship,47.0
Nevada,2016,Economic_Hardship,66.25
New Hampshire,2016,Economic_Hardship,44.0
New Jersey,2016,Economic_Hardship,53.25
New Mexico,2016,Economic_Hardship,54.0
New York,2016,Economic_Hardship,61.25
North Carolina,2016,Economic_Hardship,49.5
North Dakota,2016,Economic_Hardship,48.0
Ohio,2016,Economic_Hardship,61.0
Oklahoma,2016,Economic_Hardship,68.25
Oregon,2016,Economic_Hardship,64.75
Pennsylvania,2016,Economic_Hardship,57.25
Rhode Island,2016,Economic_Hardship,50.5
South Carolina,2016,Economic_Hardship,47.5
South Dakota,2016,Economic_Hardship,44.0
Tennessee,2016,Economic_Hardship,59.75
Texas,2016,Economic_Hardship,49.0
Utah,2016,Economic_Hardship,55.25
Vermont,2016,Economic_Hardship,45.75
Virginia,2016,Economic_Hardship,52.0
Washington,2016,Economic_Hardship,60.5
West Virginia,2016,Economic_Hardship,55.0
Wisconsin,2016,Economic_Hardship,61.5
Wyoming,2016,Economic_Hardship,65.5
Alabama,2016,Psychological_Distress,77.75
Alaska,2016,Psychological_Distress,70.0
Arizona,2016,Psychological_Distress,66.0
Arkansas,2016,Psychological_Distress,73.25
California,2016,Psychological_Distress,68.75
Colorado,2016,Psychological_Distress,74.25
Connecticut,2016,Psychological_Distress,75.25
Delaware,2016,Psychological_Distress,69.25
District of Columbia,2016,Psychological_Distress,70.75
Florida,2016,Psychological_Distress,64.75
Georgia,2016,Psychological_Distress,64.5
Hawaii,2016,Psychological_Distress,55.75
Idaho,2016,Psychological_Distress,71.75
Illinois,2016,Psychological_Distress,71.5
Indiana,2016,Psychological_Distress,77.0
Iowa,2016,Psychological_Distress,78.25
Kansas,2016,Psychological_Distress,78.0
Kentucky,2016,Psychological_Distress,77.25
Louisiana,2016,Psychological_Distress,74.0
Maine,2016,Psychological_Distress,83.0
Maryland,2016,Psychological_Distress,73.0
Massachusetts,2016,Psychological_Distress,77.75
Michigan,2016,Psychological_Distress,75.25
Minnesota,2016,Psychological_Distress,85.25
Mississippi,2016,Psychological_Distress,80.25
Missouri,2016,Psychological_Distress,75.25
Montana,2016,Psychological_Distress,80.5
Nebraska,2016,Psychological_Distress,73.25
Nevada,2016,Psychological_Distress,62.5
New Hampshire,2016,Psychological_Distress,81.0
New Jersey,2016,Psychological_Distress,66.75
New Mexico,2016,Psychological_Distress,68.25
New York,2016,Psychological_Distress,74.75
North Carolina,2016,Psychological_Distress,72.0
North Dakota,2016,Psychological_Distress,73.25
Ohio,2016,Psychological_Distress,76.25
Oklahoma,2016,Psychological_Distress,77.75
Oregon,2016,Psychological_Distress,73.75
Pennsylvania,2016,Psychological_Distress,79.5
Rhode Island,2016,Psychological_Distress,75.25
South Carolina,2016,Psychological_Distress,76.0
South Dakota,2016,Psychological_Distress,69.5
Tennessee,2016,Psychological_Distress,73.5
Texas,2016,Psychological_Distress,59.75
Utah,2016,Psychological_Distress,77.5
Vermont,2016,Psychological_Distress,84.75
Virginia,2016,Psychological_Distress,71.0
Washington,2016,Psychological_Distress,72.5
West Virginia,2016,Psychological_Distress,86.5
Wisconsin,2016,Psychological_Distress,74.75
Wyoming,2016,Psychological_Distress,69.0
Alabama,2016,Substance_Use,60.5
Alaska,2016,Substance_Use,58.25
Arizona,2016,Substance_Use,57.5
Arkansas,2016,Substance_Use,55.25
California,2016,Substance_Use,46.75
Colorado,2016,Substance_Use,58.75
Connecticut,2016,Substance_Use,68.0
Delaware,2016,Substance_Use,55.0
District of Columbia,2016,Substance_Use,61.75
Florida,2016,Substance_Use,58.25
Georgia,2016,Substance_Use,48.25
Hawaii,2016,Substance_Use,55.25
Idaho,2016,Substance_Use,48.0
Illinois,2016,Substance_Use,47.0
Indiana,2016,Substance_Use,61.25
Iowa,2016,Substance_Use,43.75
Kansas,2016,Substance_Use,63.5
Kentucky,2016,Substance_Use,64.25
Louisiana,2016,Substance_Use,52.25
Maine,2016,Substance_Use,68.0
Maryland,2016,Substance_Use,64.25
Massachusetts,2016,Substance_Use,77.5
Michigan,2016,Substance_Use,54.0
Minnesota,2016,Substance_Use,56.0
Mississippi,2016,Substance_Use,56.25
Missouri,2016,Substance_Use,60.0
Montana,2016,Substance_Use,54.0
Nebraska,2016,Substance_Use,44.25
Nevada,2016,Substance_Use,52.5
New Hampshire,2016,Substance_Use,82.5
New Jersey,2016,Substance_Use,56.0
New Mexico,2016,Substance_Use,63.75
New York,2016,Substance_Use,64.25
North Carolina,2016,Substance_Use,55.25
North Dakota,2016,Substance_Use,35.0
Ohio,2016,Substance_Use,61.0
Oklahoma,2016,Substance_Use,62.25
Oregon,2016,Substance_Use,64.25
Pennsylvania,2016,Substance_Use,68.75
Rhode Island,2016,Substance_Use,66.5
South Carolina,2016,Substance_Use,56.25
South Dakota,2016,Substance_Use,41.75
Tennessee,2016,Substance_Use,64.5
Texas,2016,Substance_Use,45.0
Utah,2016,Substance_Use,54.75
Vermont,2016,Substance_Use,71.0
Virginia,2016,Substance_Use,55.75
Washington,2016,Substance_Use,55.75
West Virginia,2016,Substance_Use,86.25
Wisconsin,2016,Substance_Use,51.75
Wyoming,2016,Substance_Use,46.0
Alabama,2017,Care_Seeking,70.0
Alaska,2017,Care_Seeking,66.0
Arizona,2017,Care_Seeking,65.5
Arkansas,2017,Care_Seeking,67.75
California,2017,Care_Seeking,67.0
Colorado,2017,Care_Seeking,68.75
Connecticut,2017,Care_Seeking,79.0
Delaware,2017,Care_Seeking,66.5
District of Columbia,2017,Care_Seeking,62.75
Florida,2017,Care_Seeking,63.75
Georgia,2017,Care_Seeking,61.75
Hawaii,2017,Care_Seeking,57.25
Idaho,2017,Care_Seeking,61.75
Illinois,2017,Care_Seeking,63.0
Indiana,2017,Care_Seeking,60.25
Iowa,2017,Care_Seeking,65.5
Kansas,2017,Care_Seeking,58.75
Kentucky,2017,Care_Seeking,65.25
Louisiana,2017,Care_Seeking,79.75
Maine,2017,Care_Seeking,63.25
Maryland,2017,Care_Seeking,74.0
Massachusetts,2017,Care_Seeking,68.0
Michigan,2017,Care_Seeking,64.5
Minnesota,2017,Care_Seeking,79.5
Mississippi,2017,Care_Seeking,66.75
Missouri,2017,Care_Seeking,69.0
Montana,2017,Care_Seeking,74.75
Nebraska,2017,Care_Seeking,67.25
Nevada,2017,Care_Seeking,61.0
New Hampshire,2017,Care_Seeking,61.0
New Jersey,2017,Care_Seeking,76.25
New Mexico,2017,Care_Seeking,64.25
New York,2017,Care_Seeking,85.25
North Carolina,2017,Care_Seeking,62.5
North Dakota,2017,Care_Seeking,63.5
Ohio,2017,Care_Seeking,61.25
Oklahoma,2017,Care_Seeking,66.5
Oregon,2017,Care_Seeking,65.5
Pennsylvania,2017,Care_Seeking,74.0
Rhode Island,2017,Care_Seeking,70.5
South Carolina,2017,Care_Seeking,66.75
South Dakota,2017,Care_Seeking,54.5
Tennessee,2017,Care_Seeking,67.25
Texas,2017,Care_Seeking,60.75
Utah,2017,Care_Seeking,65.25
Vermont,2017,Care_Seeking,68.0
Virginia,2017,Care_Seeking,69.0
Washington,2017,Care_Seeking,67.5
West Virginia,2017,Care_Seeking,66.25
Wisconsin,2017,Care_Seeking,62.5
Wyoming,2017,Care_Seeking,71.25
Alabama,2017,Economic_Hardship,59.0
Alaska,2017,Economic_Hardship,58.5
Arizona,2017,Economic_Hardship,55.25
Arkansas,2017,Economic_Hardship,50.0
California,2017,Economic_Hardship,40.0
Colorado,2017,Economic_Hardship,54.25
Connecticut,2017,Economic_Hardship,49.25
Delaware,2017,Economic_Hardship,54.5
District of Columbia,2017,Economic_Hardship,50.25
Florida,2017,Economic_Hardship,57.25
Georgia,2017,Economic_Hardship,51.25
Hawaii,2017,Economic_Hardship,47.75
Idaho,2017,Economic_Hardship,59.25
Illinois,2017,Economic_Hardship,47.5
Indiana,2017,Economic_Hardship,60.75
Iowa,2017,Economic_Hardship,54.75
Kansas,2017,Economic_Hardship,58.75
Kentucky,2017,Economic_Hardship,57.5
Louisiana,2017,Economic_Hardship,64.0
Maine,2017,Economic_Hardship,39.25
Maryland,2017,Economic_Hardship,53.0
Massachusetts,2017,Economic_Hardship,46.0
Michigan,2017,Economic_Hardship,48.0
Minnesota,2017,Economic_Hardship,48.5
Mississippi,2017,Economic_Hardship,49.0
Missouri,2017,Economic_Hardship,61.75
Montana,2017,Economic_Hardship,57.0
Nebraska,2017,Economic_Hardship,42.75
Nevada,2017,Economic_Hardship,63.0
New Hampshire,2017,Economic_Hardship,39.25
New Jersey,2017,Economic_Hardship,48.25
New Mexico,2017,Economic_Hardship,48.0
New York,2017,Economic_Hardship,54.0
North Carolina,2017,Economic_Hardship,43.5
North Dakota,2017,Economic_Hardship,45.75
Ohio,2017,Economic_Hardship,59.75
Oklahoma,2017,Economic_Hardship,58.5
Oregon,2017,Economic_Hardship,64.75
Pennsylvania,2017,Economic_Hardship,55.75
Rhode Island,2017,Economic_Hardship,49.0
South Carolina,2017,Economic_Hardship,47.0
South Dakota,2017,Economic_Hardship,41.0
Tennessee,2017,Economic_Hardship,51.75
Texas,2017,Economic_Hardship,46.5
Utah,2017,Economic_Hardship,50.75
Vermont,2017,Economic_Hardship,42.25
Virginia,2017,Economic_Hardship,46.75
Washington,2017,Economic_Hardship,54.75
West Virginia,2017,Economic_Hardship,48.5
Wisconsin,2017,Economic_Hardship,56.5
Wyoming,2017,Economic_Hardship,57.75
Alabama,2017,Psychological_Distress,76.25
Alaska,2017,Psychological_Distress,65.75
Arizona,2017,Psychological_Distress,66.25
Arkansas,2017,Psychological_Distress,74.75
California,2017,Psychological_Distress,67.0
Colorado,2017,Psychological_Distress,73.75
Connecticut,2017,Psychological_Distress,76.75
Delaware,2017,Psychological_Distress,68.5
District of Columbia,2017,Psychological_Distress,64.5
Florida,2017,Psychological_Distress,61.25
Georgia,2017,Psychological_Distress,66.0
Hawaii,2017,Psychological_Distress,57.25
Idaho,2017,Psychological_Distress,75.0
Illinois,2017,Psychological_Distress,70.5
Indiana,2017,Psychological_Distress,74.5
Iowa,2017,Psychological_Distress,82.0
Kansas,2017,Psychological_Distress,75.0
Kentucky,2017,Psychological_Distress,76.75
Louisiana,2017,Psychological_Distress,73.5
Maine,2017,Psychological_Distress,81.5
Maryland,2017,Psychological_Distress,72.25
Massachusetts,2017,Psychological_Distress,75.75
Michigan,2017,Psychological_Distress,77.5
Minnesota,2017,Psychological_Distress,83.25
Mississippi,2017,Psychological_Distress,77.5
Missouri,2017,Psychological_Distress,72.0
Montana,2017,Psychological_Distress,78.75
Nebraska,2017,Psychological_Distress,71.0
Nevada,2017,Psychological_Distress,67.0
New Hampshire,2017,Psychological_Distress,82.0
New Jersey,2017,Psychological_Distress,66.0
New Mexico,2017,Psychological_Distress,65.25
New York,2017,Psychological_Distress,72.5
North Carolina,2017,Psychological_Distress,69.0
North Dakota,2017,Psychological_Distress,74.5
Ohio,2017,Psychological_Distress,77.5
Oklahoma,2017,Psychological_Distress,77.0
Oregon,2017,Psychological_Distress,76.0
Pennsylvania,2017,Psychological_Distress,80.0
Rhode Island,2017,Psychological_Distress,75.5
South Carolina,2017,Psychological_Distress,74.0
South Dakota,2017,Psychological_Distress,71.25
Tennessee,2017,Psychological_Distress,72.25
Texas,2017,Psychological_Distress,60.25
Utah,2017,Psychological_Distress,78.25
Vermont,2017,Psychological_Distress,84.25
Virginia,2017,Psychological_Distress,71.5
Washington,2017,Psychological_Distress,71.25
West Virginia,2017,Psychological_Distress,85.25
Wisconsin,2017,Psychological_Distress,74.75
Wyoming,2017,Psychological_Distress,63.75
Alabama,2017,Substance_Use,52.75
Alaska,2017,Substance_Use,50.5
Arizona,2017,Substance_Use,53.5
Arkansas,2017,Substance_Use,54.75
California,2017,Substance_Use,43.0
Colorado,2017,Substance_Use,60.25
Connecticut,2017,Substance_Use,56.5
Delaware,2017,Substance_Use,56.75
District of Columbia,2017,Substance_Use,59.75
Florida,2017,Substance_Use,48.0
Georgia,2017,Substance_Use,46.75
Hawaii,2017,Substance_Use,43.0
Idaho,2017,Substance_Use,53.5
Illinois,2017,Substance_Use,44.25
Indiana,2017,Substance_Use,55.5
Iowa,2017,Substance_Use,44.5
Kansas,2017,Substance_Use,78.25
Kentucky,2017,Substance_Use,62.25
Louisiana,2017,Substance_Use,52.75
Maine,2017,Substance_Use,61.25
Maryland,2017,Substance_Use,61.25
Massachusetts,2017,Substance_Use,62.5
Michigan,2017,Substance_Use,51.75
Minnesota,2017,Substance_Use,49.0
Mississippi,2017,Substance_Use,51.5
Missouri,2017,Substance_Use,49.75
Montana,2017,Substance_Use,51.75
Nebraska,2017,Substance_Use,40.75
Nevada,2017,Substance_Use,46.0
New Hampshire,2017,Substance_Use,60.75
New Jersey,2017,Substance_Use,53.0
New Mexico,2017,Substance_Use,51.0
New York,2017,Substance_Use,58.0
North Carolina,2017,Substance_Use,53.5
North Dakota,2017,Substance_Use,50.25
Ohio,2017,Substance_Use,57.25
Oklahoma,2017,Substance_Use,56.25
Oregon,2017,Substance_Use,54.25
Pennsylvania,2017,Substance_Use,63.75
Rhode Island,2017,Substance_Use,52.25
South Carolina,2017,Substance_Use,53.0
South Dakota,2017,Substance_Use,44.25
Tennessee,2017,Substance_Use,55.0
Texas,2017,Substance_Use,40.0
Utah,2017,Substance_Use,50.0
Vermont,2017,Substance_Use,65.5
Virginia,2017,Substance_Use,54.25
Washington,2017,Substance_Use,53.5
West Virginia,2017,Substance_Use,74.25
Wisconsin,2017,Substance_Use,48.0
Wyoming,2017,Substance_Use,54.25
Alabama,2018,Care_Seeking,67.75
Alaska,2018,Care_Seeking,63.25
Arizona,2018,Care_Seeking,66.5
Arkansas,2018,Care_Seeking,68.25
California,2018,Care_Seeking,62.75
Colorado,2018,Care_Seeking,65.5
Connecticut,2018,Care_Seeking,73.25
Delaware,2018,Care_Seeking,65.25
District of Columbia,2018,Care_Seeking,70.25
Florida,2018,Care_Seeking,64.5
Georgia,2018,Care_Seeking,63.75
Hawaii,2018,Care_Seeking,54.75
Idaho,2018,Care_Seeking,58.75
Illinois,2018,Care_Seeking,61.25
Indiana,2018,Care_Seeking,59.0
Iowa,2018,Care_Seeking,61.75
Kansas,2018,Care_Seeking,64.75
Kentucky,2018,Care_Seeking,66.25
Louisiana,2018,Care_Seeking,78.25
Maine,2018,Care_Seeking,59.5
Maryland,2018,Care_Seeking,75.25
Massachusetts,2018,Care_Seeking,65.75
Michigan,2018,Care_Seeking,63.5
Minnesota,2018,Care_Seeking,79.5
Mississippi,2018,Care_Seeking,66.75
Missouri,2018,Care_Seeking,61.75
Montana,2018,Care_Seeking,74.0
Nebraska,2018,Care_Seeking,61.75
Nevada,2018,Care_Seeking,56.75
New Hampshire,2018,Care_Seeking,62.75
New Jersey,2018,Care_Seeking,74.0
New Mexico,2018,Care_Seeking,63.5
New York,2018,Care_Seeking,87.25
North Carolina,2018,Care_Seeking,60.0
North Dakota,2018,Care_Seeking,60.5
Ohio,2018,Care_Seeking,57.5
Oklahoma,2018,Care_Seeking,57.75
Oregon,2018,Care_Seeking,70.0
Pennsylvania,2018,Care_Seeking,69.25
Rhode Island,2018,Care_Seeking,66.0
South Carolina,2018,Care_Seeking,61.5
South Dakota,2018,Care_Seeking,52.75
Tennessee,2018,Care_Seeking,66.0
Texas,2018,Care_Seeking,61.25
Utah,2018,Care_Seeking,66.0
Vermont,2018,Care_Seeking,67.0
Virginia,2018,Care_Seeking,70.5
Washington,2018,Care_Seeking,65.0
West Virginia,2018,Care_Seeking,64.0
Wisconsin,2018,Care_Seeking,58.75
Wyoming,2018,Care_Seeking,65.75
Alabama,2018,Economic_Hardship,65.75
Alaska,2018,Economic_Hardship,58.25
Arizona,2018,Economic_Hardship,59.25
Arkansas,2018,Economic_Hardship,54.75
California,2018,Economic_Hardship,41.25
Colorado,2018,Economic_Hardship,56.5
Connecticut,2018,Economic_Hardship,53.5
Delaware,2018,Economic_Hardship,58.25
District of Columbia,2018,Economic_Hardship,65.25
Florida,2018,Economic_Hardship,54.75
Georgia,2018,Economic_Hardship,59.0
Hawaii,2018,Economic_Hardship,49.0
Idaho,2018,Economic_Hardship,57.0
Illinois,2018,Economic_Hardship,54.0
Indiana,2018,Economic_Hardship,64.0
Iowa,2018,Economic_Hardship,56.25
Kansas,2018,Economic_Hardship,58.5
Kentucky,2018,Economic_Hardship,62.0
Louisiana,2018,Economic_Hardship,65.0
Maine,2018,Economic_Hardship,41.75
Maryland,2018,Economic_Hardship,56.25
Massachusetts,2018,Economic_Hardship,47.5
Michigan,2018,Economic_Hardship,51.5
Minnesota,2018,Economic_Hardship,51.5
Mississippi,2018,Economic_Hardship,55.75
Missouri,2018,Economic_Hardship,67.25
Montana,2018,Economic_Hardship,62.25
Nebraska,2018,Economic_Hardship,48.25
Nevada,2018,Economic_Hardship,68.25
New Hampshire,2018,Economic_Hardship,44.75
New Jersey,2018,Economic_Hardship,56.75
New Mexico,2018,Economic_Hardship,48.75
New York,2018,Economic_Hardship,56.25
North Carolina,2018,Economic_Hardship,49.25
North Dakota,2018,Economic_Hardship,46.75
Ohio,2018,Economic_Hardship,61.5
Oklahoma,2018,Economic_Hardship,63.5
Oregon,2018,Economic_Hardship,74.5
Pennsylvania,2018,Economic_Hardship,57.25
Rhode Island,2018,Economic_Hardship,49.75
South Carolina,2018,Economic_Hardship,50.75
South Dakota,2018,Economic_Hardship,43.75
Tennessee,2018,Economic_Hardship,57.75
Texas,2018,Economic_Hardship,48.0
Utah,2018,Economic_Hardship,50.25
Vermont,2018,Economic_Hardship,50.0
Virginia,2018,Economic_Hardship,53.25
Washington,2018,Economic_Hardship,58.75
West Virginia,2018,Economic_Hardship,53.25
Wisconsin,2018,Economic_Hardship,60.0
Wyoming,2018,Economic_Hardship,55.5
Alabama,2018,Psychological_Distress,78.0
Alaska,2018,Psychological_Distress,74.75
Arizona,2018,Psychological_Distress,67.75
Arkansas,2018,Psychological_Distress,79.75
California,2018,Psychological_Distress,73.5
Colorado,2018,Psychological_Distress,75.25
Connecticut,2018,Psychological_Distress,77.5
Delaware,2018,Psychological_Distress,72.5
District of Columbia,2018,Psychological_Distress,72.0
Florida,2018,Psychological_Distress,64.75
Georgia,2018,Psychological_Distress,69.75
Hawaii,2018,Psychological_Distress,63.0
Idaho,2018,Psychological_Distress,78.75
Illinois,2018,Psychological_Distress,76.75
Indiana,2018,Psychological_Distress,77.75
Iowa,2018,Psychological_Distress,81.25
Kansas,2018,Psychological_Distress,86.75
Kentucky,2018,Psychological_Distress,80.0
Louisiana,2018,Psychological_Distress,73.5
Maine,2018,Psychological_Distress,86.0
Maryland,2018,Psychological_Distress,78.0
Massachusetts,2018,Psychological_Distress,77.75
Michigan,2018,Psychological_Distress,80.25
Minnesota,2018,Psychological_Distress,86.5
Mississippi,2018,Psychological_Distress,79.5
Missouri,2018,Psychological_Distress,77.25
Montana,2018,Psychological_Distress,79.75
Nebraska,2018,Psychological_Distress,74.5
Nevada,2018,Psychological_Distress,68.75
New Hampshire,2018,Psychological_Distress,89.0
New Jersey,2018,Psychological_Distress,71.0
New Mexico,2018,Psychological_Distress,70.0
New York,2018,Psychological_Distress,78.0
North Carolina,2018,Psychological_Distress,74.5
North Dakota,2018,Psychological_Distress,73.25
Ohio,2018,Psychological_Distress,78.25
Oklahoma,2018,Psychological_Distress,78.25
Oregon,2018,Psychological_Distress,83.75
Pennsylvania,2018,Psychological_Distress,82.0
Rhode Island,2018,Psychological_Distress,81.5
South Carolina,2018,Psychological_Distress,77.0
South Dakota,2018,Psychological_Distress,79.0
Tennessee,2018,Psychological_Distress,74.5
Texas,2018,Psychological_Distress,65.75
Utah,2018,Psychological_Distress,79.5
Vermont,2018,Psychological_Distress,87.75
Virginia,2018,Psychological_Distress,75.5
Washington,2018,Psychological_Distress,77.75
West Virginia,2018,Psychological_Distress,85.25
Wisconsin,2018,Psychological_Distress,79.5
Wyoming,2018,Psychological_Distress,64.5
Alabama,2018,Substance_Use,63.5
Alaska,2018,Substance_Use,63.5
Arizona,2018,Substance_Use,65.0
Arkansas,2018,Substance_Use,70.75
California,2018,Substance_Use,49.25
Colorado,2018,Substance_Use,61.0
Connecticut,2018,Substance_Use,64.75
Delaware,2018,Substance_Use,71.0
District of Columbia,2018,Substance_Use,65.75
Florida,2018,Substance_Use,57.5
Georgia,2018,Substance_Use,52.75
Hawaii,2018,Substance_Use,44.25
Idaho,2018,Substance_Use,55.0
Illinois,2018,Substance_Use,54.0
Indiana,2018,Substance_Use,66.5
Iowa,2018,Substance_Use,51.25
Kansas,2018,Substance_Use,62.25
Kentucky,2018,Substance_Use,68.75
Louisiana,2018,Substance_Use,58.25
Maine,2018,Substance_Use,68.5
Maryland,2018,Substance_Use,67.0
Massachusetts,2018,Substance_Use,61.25
Michigan,2018,Substance_Use,59.25
Minnesota,2018,Substance_Use,59.5
Mississippi,2018,Substance_Use,63.25
Missouri,2018,Substance_Use,61.0
Montana,2018,Substance_Use,59.0
Nebraska,2018,Substance_Use,51.5
Nevada,2018,Substance_Use,58.0
New Hampshire,2018,Substance_Use,70.0
New Jersey,2018,Substance_Use,61.25
New Mexico,2018,Substance_Use,62.5
New York,2018,Substance_Use,64.5
North Carolina,2018,Substance_Use,57.5
North Dakota,2018,Substance_Use,62.25
Ohio,2018,Substance_Use,63.75
Oklahoma,2018,Substance_Use,61.0
Oregon,2018,Substance_Use,69.25
Pennsylvania,2018,Substance_Use,69.75
Rhode Island,2018,Substance_Use,66.0
South Carolina,2018,Substance_Use,62.5
South Dakota,2018,Substance_Use,57.75
Tennessee,2018,Substance_Use,66.25
Texas,2018,Substance_Use,49.75
Utah,2018,Substance_Use,57.0
Vermont,2018,Substance_Use,61.25
Virginia,2018,Substance_Use,64.0
Washington,2018,Substance_Use,59.5
West Virginia,2018,Substance_Use,84.5
Wisconsin,2018,Substance_Use,57.5
